Data
$0.86,$0.86 / 1EA,Cavendish Bananas Each,Add to cart,Save to list
$0.86,$0.86 / 1EA,Fresh Pink Lady Apples Each,Add to cart,Save to list
$0.65,$0.65 / 1EA,Fresh Tomato Each,Add to cart,Save to list
$1.17,$1.17 / 1EA,Lebanese Cucumbers Each,Add to cart,Save to list
$0.88,$0.88 / 1EA,Potato White Washed Each,Add to cart,Save to list
$0.59,$0.59 / 1EA,Onion Brown Each,Add to cart,Save to list
$1.73,$1.73 / 1EA,Red Capsicum Each,Add to cart,Save to list
$3.90,$15.60 / 1KG,Strawberries 250g Punnet,Add to cart,Save to list
$2.50,$2.50 / 1EA,Avocado Shepard Each,Add to cart,Save to list
$0.55,$0.55 / 1EA,Yellow Flesh Nectarines Each,Add to cart,Save to list
$0.88,$0.88 / 1EA,Apple Royal Gala Each,Add to cart,Save to list
$2.61,$2.61 / 1EA,Fresh Broccoli Each,Add to cart,Save to list
$0.97,$0.97 / 1EA,Truss Tomatoes Each,Add to cart,Save to list
$0.35,$0.35 / 1EA,Carrot Fresh Each,Add to cart,Save to list
$0.96,$0.96 / 1EA,Fresh Granny Smith Apples Each,Add to cart,Save to list
$4.00,$32.00 / 1KG,Blueberries Punnet 125g,Add to cart,Save to list
$1.18,$1.18 / 1EA,Green Zucchini Each,Add to cart,Save to list
$0.86,$0.86 / 1EA,Onion Red Each,Add to cart,Save to list
$1.56,$1.56 / 1EA,Sweet Potato Gold Each,Add to cart,Save to list
$3.00,$12.00 / 1KG,Woolworths Cherry Tomatoes Punnet 250g,Add to cart,Save to list
$1.80,$1.80 / 1EA,Woolworths Continental Cucumbers Each,Add to cart,Save to list
$4.00,$4.00 / 1EA,Iceberg Lettuce Each,Add to cart,Save to list
$0.69,$0.69 / 1EA,Yellow Flesh Peach Each,Add to cart,Save to list
$4.41,$4.41 / 1EA,White Seedless Grapes Bag Approx. 900g each,Add to cart,Save to list
$0.90,$0.90 / 1EA,Fresh William Bartlett Pear Each,Add to cart,Save to list
$0.55,$0.55 / 1EA,Nectarine White Flesh Each,Add to cart,Save to list
$2.23,$2.23 / 1EA,Orange Navel Each,Add to cart,Save to list
$3.90,$15.60 / 1KG,Woolworths Qukes Baby Cucumbers Punnet 250g,Add to cart,Save to list
LOWER AUTUMN PRICE,$2.50,$20.83 / 1KG,WAS $3 - 25/02/2025,Woolworths Baby Leaf Spinach 120g,Add to cart,Save to list
$2.80,$2.80 / 1EA,Spring Onion Eschallot Bunch,Add to cart,Save to list
$3.20,$1.60 / 1EA,Woolworths Cos Hearts Lettuce 2 Pack,Add to cart,Save to list
$6.38,$6.38 / 1EA,Woolworths Red Watermelon Cut Quarter Each,Add to cart,Save to list
