Product Name,Price,Price per Unit
Greenseas Tuna Smoke Flavour 95g,$2.60,$27.37 / 1KG
Barilla Pasta Rigatoni 500g,$3.50,$0.70 / 100G
Woolworths Sundried Tomato Halves 500g,$4.50,$0.90 / 100G
Old El Paso Mini Taco Tortillas 10 Pack,$5.00,$2.00 / 100G
Suimin Chicken Noodle Cup 70g,$1.85,$2.64 / 100G
Chang's Rice Vermicelli 250g,$1.50,$0.60 / 100G
Heinz Classic Hearty Vegetable Soup Canned Ready Meals 535g,$2.20,$0.41 / 100G
Spam Ham Low Salt 340g,$6.30,$18.53 / 1KG
Suimin Brasied Beef Noodle Cup 70g,$1.85,$2.64 / 100G
Holbrooks Sauce Worcestershire 250ml,$3.30,$1.32 / 100ML
Old El Paso Jumbo Taco Shells Taco Shells 10 Pack,$5.50,$2.89 / 100G
Woolworths Barbecue Sauce Squeeze 500ml,$2.00,$0.40 / 100ML
Sirena Tuna In Springwater 185g,$4.70,$25.41 / 1KG
Praise Tartare Sauce 250ml,$3.50,$1.40 / 100ML
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Doritos Corn Chips Cheese Supreme Share Pack 170g,$4.80,$2.82 / 100G
Masterfoods Tomato Sauce 500ml,$2.50,$0.50 / 100ML
Arnott's Tim Tam Original Chocolate Biscuits 200g,$4.50,$2.25 / 100G
Arnott's Salada Original Crispbreads Crispbreads Original 250g,$3.00,$1.20 / 100G
Woolworths Rolled Traditional Oats 750g,$1.40,$0.19 / 100G
Cadbury Dairy Milk Chocolate Block 180g,$5.50,$3.06 / 100G
Woolworths White Rice Long Grain 1kg,$1.40,$0.14 / 100G
Heinz Classic Creamy Tomato Soup Canned Vegetable Soup 535g,$2.20,$0.41 / 100G
Woolworths Sultanas 6 Pack,$2.00,$8.33 / 1KG
Saxa Natural Rock Salt 500g,$2.80,$0.06 / 10G
Woolworths Baked Beans In Tomato Sauce 420g,$1.10,$0.26 / 100G
Moro Vinegar White Wine 500ml,$5.00,$1.00 / 100ML
Old El Paso Soft Taco Dinner Kit Mexican Style 405g,$8.50,$2.10 / 100G
Cornwell's White Vinegar White 750ml,$3.10,$0.41 / 100ML
A+ Snacks Seaweed 4.5g,$0.90,$20.00 / 100G
Woolworths Pink Himalayan Salt Grinder 110g,$3.15,$0.29 / 10G
Woolworths Chicken Liquid Stock 1l,$1.90,$0.19 / 100ML
Greenseas Tuna Smoke Flavour 95g,$2.60,$27.37 / 1KG
Barilla Pasta Rigatoni 500g,$3.50,$0.70 / 100G
Woolworths Sundried Tomato Halves 500g,$4.50,$0.90 / 100G
Old El Paso Mini Taco Tortillas 10 Pack,$5.00,$2.00 / 100G
Suimin Chicken Noodle Cup 70g,$1.85,$2.64 / 100G
Chang's Rice Vermicelli 250g,$1.50,$0.60 / 100G
Heinz Classic Hearty Vegetable Soup Canned Ready Meals 535g,$2.20,$0.41 / 100G
Spam Ham Low Salt 340g,$6.30,$18.53 / 1KG
Suimin Brasied Beef Noodle Cup 70g,$1.85,$2.64 / 100G
Holbrooks Sauce Worcestershire 250ml,$3.30,$1.32 / 100ML
Old El Paso Jumbo Taco Shells Taco Shells 10 Pack,$5.50,$2.89 / 100G
Woolworths Barbecue Sauce Squeeze 500ml,$2.00,$0.40 / 100ML
Sirena Tuna In Springwater 185g,$4.70,$25.41 / 1KG
Praise Tartare Sauce 250ml,$3.50,$1.40 / 100ML
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Doritos Corn Chips Cheese Supreme Share Pack 170g,$4.80,$2.82 / 100G
Masterfoods Tomato Sauce 500ml,$2.50,$0.50 / 100ML
Arnott's Tim Tam Original Chocolate Biscuits 200g,$4.50,$2.25 / 100G
Arnott's Salada Original Crispbreads Crispbreads Original 250g,$3.00,$1.20 / 100G
Woolworths Rolled Traditional Oats 750g,$1.40,$0.19 / 100G
Cadbury Dairy Milk Chocolate Block 180g,$5.50,$3.06 / 100G
Woolworths White Rice Long Grain 1kg,$1.40,$0.14 / 100G
Woolworths Microwave Brown Rice 250g,$1.75,$0.70 / 100G
Masterfoods Teriyaki Marinade 375g,$4.00,$1.07 / 100G
Csr White Sugar Sticks 50 Pack,$3.00,$2.00 / 100G
Sunrice White Rice Premium Long Grain 1kg,$2.40,$0.24 / 100G
Safcol Sardines In Springwater 110g,$1.90,$17.27 / 1KG
Woolworths Microwave White Long Grain Rice Family 450g,$2.75,$0.61 / 100G
Mr Chen's Rice Wine Vinegar 250ml,$2.30,$0.92 / 100ML
Woolworths Italian Tomatoes With Onion Garlic & Basil 400g,$1.30,$0.33 / 100G
Greenseas Sandwich Tuna Flakes 95g,$2.60,$27.37 / 1KG
Vegeta Vegetable Gourmet Stock Powder 250g,$4.50,$0.18 / 10G
Kikkoman Soy Sauce Soy 250ml,$4.55,$1.82 / 100ML
Woolworths Rosemary Leaves 18g,$1.50,$0.83 / 10G
Essentials Tuna In Oil 425g,$3.50,$8.24 / 1KG
John West Tempters Tuna Oven Dried Tomato Basil 95g,$2.70,$28.42 / 1KG
Woolworths Tuna Mexican Style 95g,$1.10,$11.58 / 1KG
Sirena Tuna In Oil Chilli 185g,$4.70,$25.41 / 1KG
Bushells Blue Label Black Tea 100 Pack,$3.85,$0.04 / 1EA
Sunrice Microwave Brown Rice Cup 125g X 2 Pack,$3.00,$1.20 / 100G
Essentials Caster Sugar 1kg,$2.60,$0.26 / 100G
John West Tuna In Olive Oil 425g,$5.50,$12.94 / 1KG
Campbell's Chunky Soup Beef & Veg 505g,$3.00,$0.59 / 100G
Vetta Smart Fibre Spaghetti 500g,$2.35,$0.47 / 100G
Sunrice Microwave Jasmine Rice Cup 125g X 2 Pack,$3.00,$1.20 / 100G
John West Tuna Tempters Zesty Vinaigrette 95g,$2.70,$28.42 / 1KG
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Doritos Corn Chips Cheese Supreme Share Pack 170g,$4.80,$2.82 / 100G
Masterfoods Tomato Sauce 500ml,$2.50,$0.50 / 100ML
Arnott's Tim Tam Original Chocolate Biscuits 200g,$4.50,$2.25 / 100G
Arnott's Salada Original Crispbreads Crispbreads Original 250g,$3.00,$1.20 / 100G
Woolworths Rolled Traditional Oats 750g,$1.40,$0.19 / 100G
Cadbury Dairy Milk Chocolate Block 180g,$5.50,$3.06 / 100G
Woolworths White Rice Long Grain 1kg,$1.40,$0.14 / 100G
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Doritos Corn Chips Cheese Supreme Share Pack 170g,$4.80,$2.82 / 100G
Masterfoods Tomato Sauce 500ml,$2.50,$0.50 / 100ML
Arnott's Tim Tam Original Chocolate Biscuits 200g,$4.50,$2.25 / 100G
Arnott's Salada Original Crispbreads Crispbreads Original 250g,$3.00,$1.20 / 100G
Woolworths Rolled Traditional Oats 750g,$1.40,$0.19 / 100G
Cadbury Dairy Milk Chocolate Block 180g,$5.50,$3.06 / 100G
Woolworths White Rice Long Grain 1kg,$1.40,$0.14 / 100G
Woolworths Soy Milk 1l,$1.15,$1.15 / 1L
Beerenberg Tomato Sauce 300ml,$5.20,$1.73 / 100ML
John West Salmon Tempters In Springwater 95g,$2.90,$30.53 / 1KG
Tiao Hu Soy Sauce 500ml,$1.90,$0.38 / 100ML
Woolworths Sumac Ground 40g,$2.80,$0.70 / 10G
Vitasoy Calci Plus Soy Milk 1l,$3.00,$3.00 / 1L
Mayver's Hulled Tahini Spread 385g,$6.50,$1.69 / 100G
Tandaco Dry Yeast 5x7g Sachets 35g,$2.80,$8.00 / 100G
Brunswick Sardines In Springwater No Added Salt 106g,$2.90,$27.36 / 1KG
Campbell's Real Stock Beef Liquid Stock 1l,$4.50,$0.45 / 100ML
San Remo Rigatoni Pasta No 22 500g,$2.30,$0.46 / 100G
Brunswick Sardines In Olive Oil 106g,$2.90,$27.36 / 1KG
Woolworths Pasta Spirals 500g,$1.00,$0.20 / 100G
Safcol Sardines In Oil 110g,$1.90,$17.27 / 1KG
Lea & Perrins Worcestershire Sauce 290ml,$5.00,$1.72 / 100ML
Annalisa Tomatoes Peeled 400g,$1.70,$4.25 / 1KG
Essentials Tuna In Brine 425g,$3.50,$8.24 / 1KG
Ardmona Whole Peeled Vine Ripened Tomatoes 400g,$1.80,$4.50 / 1KG
Woolworths Uht Lite Milk 1l,$1.60,$1.60 / 1L
La Gina Italian Tomato Paste Passata 680g,$2.20,$0.32 / 100G
Old El Paso Family Tortillas Fajita 16 Pack,$5.85,$0.91 / 100G
Leggo's Bolognese - Chunky Tomato Garlic & Herbs Pasta Sauce 500g,$4.30,$0.86 / 100G
Woolworths Diced Italian Tomatoes 400g,$1.10,$2.75 / 1KG
Doritos Corn Chips Cheese Supreme Share Pack 170g,$4.80,$2.82 / 100G
Masterfoods Tomato Sauce 500ml,$2.50,$0.50 / 100ML
Arnott's Tim Tam Original Chocolate Biscuits 200g,$4.50,$2.25 / 100G
Arnott's Salada Original Crispbreads Crispbreads Original 250g,$3.00,$1.20 / 100G
Woolworths Rolled Traditional Oats 750g,$1.40,$0.19 / 100G
Cadbury Dairy Milk Chocolate Block 180g,$5.50,$3.06 / 100G
Woolworths White Rice Long Grain 1kg,$1.40,$0.14 / 100G
Heinz Big Red Salt Reduced Condensed Tomato Soup 420g,$2.00,$0.48 / 100G
Woolworths Microwave Long Grain White Rice 250g,$1.75,$0.70 / 100G
Sunbeam Australian Sultanas Mini 8 Pack,$3.20,$26.67 / 1KG
John West Salmon Tempters In Olive Oil 95g,$2.90,$30.53 / 1KG
Saxa Iodised Cooking Salt 1kg,$2.20,$0.02 / 10G
Old El Paso Fajitas Tortillas 6 Pack,$4.00,$1.67 / 100G
Spc Spaghetti Rich Tomato 4 X 220g,$6.00,$0.68 / 100G
Lipton Quality Black Tea Bags 100 Pack,$5.80,$0.06 / 1EA
Podravka Vegeta Vegetable Gourmet Stock Powder 500g,$5.00,$0.10 / 10G
Woolworths Microwave Jasmine Rice 250g,$1.75,$0.70 / 100G
Masterfoods Thyme Leaves 10g,$2.70,$2.70 / 10G
Woolworths Beef Liquid Stock 1l,$1.90,$0.19 / 100ML
Woolworths Pepper Grinder Black Peppercorn 50g,$3.50,$0.70 / 10G
Mutti Parma Polpa Finely Chopped Tomatoes 790g,$4.30,$5.44 / 1KG
